,id,title,ingredients,instructions
270,00125df4eb,Josey Packards Autumnal Old-Fashioned,Ingredients: 1. 1 2 teaspoon cinnamon simple syrup 2. 2 1 4 ounces lairds bonded applejack 3. scant 1 2 ounce demerara simple syrup 4. dash fee brothers whiskey barrel aged bitters ,"Instructions: 1. Build ingredients in old-fashioned glass, add ice, swirl and garnish with orange peel. "
271,001267ea07,Fried Rock Fish,Ingredients: 1. 1 2 cup flour 2. salt and pepper 3. old bay spice seasoning 4. 2 eggs 5. 2 rock fish 6. 1 4 stick butter 7. 1 2 cup oil ,"Instructions: 1. Combine flour, salt and pepper, seasoning and eggs. 2. Dip fish in mixture. 3. Heat butter and oil in a saute pan and saute fish until crisp on both sides. "
272,0012733d1d,Italian Orange Cookies,"Ingredients: 1. 12 lb shortening 2. 1 teaspoon orange extract 3. 1 cup orange juice 4. 1 34 cups sugar 5. 6 eggs 6. 5 teaspoons baking powder 7. 6 6 12 cups all purpose flour 8. 1 orange, zest 9. icing sugar ","Instructions: 1. Preheat oven to 350F. 2. Cream the shortening then beat in the juice, sugar, orange extract and orange zest  until well combined. 3. Blend in the eggs and beat well. 4. Mix in all of the baking powder and flour, 1 cup at a time, blending well. 5. Once you've added 6 cups of flour, add the remaining flour just until mixture can be rolled into a ball . 6. Refrigerate the dough covered for several hours or even overnight. 7. Fill a low dish with sifted icing sugar. 8. Using a small cookie scoop. 9. scoop several balls of the cold dough into a plate. 10. Roll the cookies into a smooth ball then roll in the icing sugar. 11. Place the cookies on an ungreased cookie sheet, about 2 "" apart. 12. Bake for 12 - 15 minutes, rotating the baking trays half way through the baking process. 13. Do not overbake, cookies should be light in colour. "
273,00127af316,Almond Bread - No Grains - No Flour - No Gluten - Low Carb,Ingredients: 1. 14 cup arrowroot 2. 14 cup almond flour 3. 34 cup almond butter 4. 1 tablespoon flax seed meal 5. 12 teaspoon baking powder 6. 12 teaspoon salt 7. 4 eggs ,Instructions: 1. Mix wet ingredients: Almond butter and 4 eggs; mix until blended and smooth. 2. Mix all dry ingredients together-whisk together until well mixed. 3. Mix wet and dry ingredients until smooth . 4. Grease the baking pan/bread pan with coconut oil. 5. Sprinkle flax meal on pan dusting all sides. 6. Add batter to bread pan. 7. Add to pre-heated 350F degree oven/20-25 minutes. 8. Check with toothpick to test for 'doneness'. 
274,00127b57b1,Creamy Baked Chicken Breasts,Ingredients: 1. 4 6 boneless chicken breasts 2. 4 6 slices swiss cheese 3. 1 can cream mushroom soup 4. 1 cup herb seasoned stuffing mix 5. 14 cup butter ,"Instructions: 1. Put chicken in a greased 9x13-inch baking dish. 2. Top with cheese slices, soup and sprinkle with stuffing mix. 3. Drizzle butter over. 4. Bake covered at 350F for 45 minutes. "
275,0012806b36,Pate a Choux Shells (French Pastry Shells) Recipe,Ingredients: 1. 8 tablespoons unsalted butter 2. 1 2 cup milk 3. 1 2 cup water 4. 1 tablespoon sugar 5. 1 4 teaspoon salt 6. 1 cup all purpose flour 7. 4 eggs ,"Instructions: 1. Heat the oven to 425 degrees F and arrange a rack in the middle. 2. Line a baking sheet with parchment paper; set it aside. 3. Heat the butter, milk, measured water, sugar, and salt in a medium saucepan over medium-high heat until the butter has melted and the liquid has come to a boil. 4. Reduce the heat to low, add the flour all at once, and stir vigorously with a wooden spoon until well incorporated. 5. Cook, stirring constantly, until the dough looks shiny and feels smooth to the touch, and a thin film has formed on the bottom of the pan, about 5 minutes. 6. Transfer the dough to the bowl of a stand mixer fitted with a paddle attachment and let it cool for 5 minutes. 7. Meanwhile, fill a small bowl with water and set it aside. 8. With the mixer on medium-low speed, beat in the eggs 1 at a time, letting each egg completely incorporate before adding the next, until the mixture is smooth, sticky, and glossy, about 4 to 5 minutes total. 9. Transfer the dough to a large resealable bag and cut off about 3/4 inch from one corner of the bag. 10. Pipe 12  round mounds onto the prepared baking sheet, making sure theyre about 1 1/2 inches apart. 11. Dip your finger in the bowl of water and smooth the top of each mound. 12. Place the baking sheet in the oven, reduce the temperature to 350 degrees F, and bake until the puffs are golden brown, airy, and completely dry inside, about 45 to 50 minutes . 13. Transfer the baking sheet to a wire rack and let the puffs cool completely, about 30 minutes. "
276,001285ff8c,Pumpkin Spice Trifle,"Ingredients: 1. 1 box spice cake mix 2. 1 can libby's pumpkin 3. 1 4 cups milk 4. 1 4 cups vegetable oil 5. 2 eggs 6. 16 ounces, weight cool whip 7. 1 2 bags ginger snaps ","Instructions: 1. 1. 2. Mix together the cake mix, pumpkin, milk, oil, and eggs. 3. Bake in a 9x13 pan in a preheated 350-degree oven for about 30 minutes, or until an inserted toothpick comes out clean. 4. Allow cake to cool. 5. 2. 6. Prepare pudding according to package directions. 7. Let cool. 8. 3. 9. Cut the cake into cubes. 10. Layer half the cake cubes, half of the pudding, and half of the Cool Whip. 11. Repeat. 12. 4. 13. Top with ginger snap cookies and crushed cookie pieces. 14. Refrigerate and serve cold. 15. If you do, once it is cooked, stir in 1/2 cup brown sugar and 1 teaspoon pumpkin spice to jazz it up. "
277,00128e948c,Soda Bread With Oats,Ingredients: 1. 3 12 cups all purpose flour 2. 1 12 teaspoons baking soda 3. 12 teaspoon salt 4. 1 tablespoon baking powder 5. 1 teaspoon baking powder 6. 13 cup sugar 7. 1 cup oat bran 8. 1 12 cups oats 9. 1 14 cups skim milk 10. 1 14 tablespoons lemon juice or 1 14 tablespoons buttermilk 11. 14 cup melted margarine 12. 2 eggs ,"Instructions: 1. Preheat oven to 350* F. 2. Sift  flour, soda, salt, powder, sugar, bran in large bowl. 3. In separate bowl, mix milk, lemon juice, melted marjarine, and eggs or egg substitute. 4. Form well in the dry ingredients and add wet ingredients. 5. Mix until dough begins to form. 6. Kneed into ball either in bowl or on very lightly floured surface. 7. Place dough either in greased bread pan or on greased baking sheet. 8. Bake for 45- 60 minutes or until knife test comes out clean. "
278,00129c6253,Moroccan Spice Mix,"Ingredients: 1. 1 orange, zest 2. 2 teaspoons cumin 3. 2 teaspoons coriander 4. 2 teaspoons ginger 5. 1 teaspoon hot chili powder 6. 1 teaspoon coarse black pepper 7. 12 teaspoon turmeric 8. 12 teaspoon cinnamon 9. 12 teaspoon salt 10. 12 teaspoon sugar 11. 14 teaspoon cloves ",Instructions: 1. Mix ingredients together thoroughly. 2. Store in an airtight container for up to one  year. 
279,00129ca7ff,Orange Chicken,Ingredients: 1. 12 cup orange juice 2. 1 teaspoon orange zest 3. 14 teaspoon sesame seed oil 4. 12 teaspoon salt 5. 1 lb chicken breast tenders 6. 12 cup cornstarch 7. 34 cup orange juice 8. 1 teaspoon orange zest 9. 5 teaspoons splenda sugar substitute 10. 4 teaspoons sugar free honey 11. 2 teaspoons vegetable oil 12. 2 garlic cloves 13. 2 teaspoons apple cider vinegar 14. 1 pinch red pepper flakes 15. 2 teaspoons cornstarch 16. kosher salt 17. green onion 18. sesame seeds ,"Instructions: 1. Marinade: In a medium bowl combine orange juice, orange zest, soy sauce, sesame oil, and salt. 2. Add chicken tenders and stir to coat. 3. Allow to marinate for 25-30 minutes. 4. Sauce: In a small saucepan combine orange juice, orange zest, chicken broth, Splenda, honey, soy sauce, oil, garlic, and apple cider vinegar. 5. Bring to a boil; lower heat to a simmer and cook until liquid is reduced by 1/4. 6. Season with salt to taste. 7. Stir the 2 teaspoons cornstarch with a small amount of cold water and add to the sauce. 8. Bring back to a boil and cook for 1-2 minutes, or until thickened. 9. Set aside, but keep warm. 10. In a large bowl or ziplock bag add the 1/2 cup of cornstarch. 11. Drain the chicken and toss with the cornstarch, shaking off excess. 12. In a large skillet heat 2 tablespoons vegetable oil over medium-high. 13. Add chicken and cook until golden and meat is cooked through. 14. Gently toss cooked chicken with the sauce and serve. "
280,0012ba01d2,Three Basil Pesto,Ingredients: 1. 4 garlic cloves 2. 3 4 cup pine nuts 3. 2 cups parmigiano reggiano 4. 2 cups pecorino romano 5. 3 cups italian basil leaves 6. 1 1 2 cups bush basil leaves 7. 1 cup loosely lemon basil leaves 8. 2 cups leaf parsley leaves 9. 5 tablespoons olive oil ,"Instructions: 1. Pulse garlic in a food processor until finely chopped, then add nuts, cheeses, a large handful of herbs, and 1 teaspoon pepper and process until chopped. 2. Add remaining herbs one handful at a time, pulsing after each addition, until finely chopped. 3. With motor running, add oil and blend until incorporated. "
281,0012c1bc64,Mediterranean Chicken Breasts,Ingredients: 1. 4 boneless skinless chicken breast halves 2. 12 teaspoon salt 3. 12 teaspoon pepper 4. 2 tablespoons olive oil 5. 1 12 teaspoons garlic 6. 1 can italian style tomatoes 7. 14 cup kalamata olive 8. 12 cup chicken broth 9. 14 cup crumbled feta cheese ,"Instructions: 1. Season the chicken breasts with salt and pepper. 2. Heat one tablespoon of the olive oil in a large, heavy skillet over mediun-high heat. 3. Place chicken breasts in pan and cook for about 5 minutes per side. 4. Remove chicken from pan, set aside, and keep warm. 5. Heat remaining tablespoon of olive oil in skillet. 6. Add minced garlic and saute for about 1 minute. 7. Add diced tomatoes, olives, and chicken broth. 8. Bring mixture to a simmer and return chicken breasts to pan. 9. Simmer chicken breasts for and additional 3-4 minutes or until they're cooked through. 10. Place each chicken breast on a plate and spoon the tomato sauce over them, dividing evenly. 11. Sprinkle each chicken breast with feta cheese. "
282,0012c2faf5,Healthier Peanut Butter Cup Pie,Ingredients: 1. 1 package sugar free instant vanilla pudding mix 2. 1 13 cups nonfat dry milk powder 3. 2 cups water 4. 6 tablespoons reduced fat creamy peanut butter 5. 14 cup cool whip free or 14 cup cool whip lite 6. 1 chocolate wafer pie crust 7. 1 package sugar free instant chocolate fudge pudding mix 8. 1 tablespoon dry peanuts ,"Instructions: 1. Combine vanilla pudding mix, 2/3 cup dry milk powder and 1 cup of water using a wire whisk. 2. Blend in peanut butter and Cool Whip and mix well with whisk until smooth. 3. Spread mixture into pie crust. 4. In the same bowl, combine dry chocolate fudge pudding mix, remaining 2/3 cup dry milk powder and remaining 1 cup water and mix well using the whisk. 5. Spread chocolate mixture evenly over peanut butter mixture in pie crust. 6. Sprinkle chopped peanuts on top and refrigerate at least 1 hour. "
283,0012dbc5f9,Caramel Cinnamon Sweet Rolls,Ingredients: 1. 1 package active dry yeast 2. 3 4 cup warm water 3. 1 2 cup 2 tablespoons unsalted butter 4. 2 1 4 cups self rising flour 5. 1 1 4 cups 3 tablespoons sugar 6. 1 egg 7. 1 1 2 teaspoons cinnamon 8. caramel sauce 9. 1 cup unsalted butter 10. 1 cup light brown sugar 11. 1 4 cup sugar 12. 3 4 cup honey 13. 1 4 cup heavy cream ,"Instructions: 1. In the bowl of an electric mixer fitted with a paddle attachment, dissolve the yeast in the warm water. 2. Add 1/2 cup of butter, 1 cup of the flour, 1 1/4 cups of the sugar, and the egg to the bowl. 3. Beat for 2 minutes, then add the remaining 1 1/4 cups of flour and beat until smooth, about 2 minutes. 4. Scrape the batter from the sides of the bowl. 5. Transfer the dough to a clean bowl. 6. Cover the bowl with a clean kitchen towel and let the dough rise in a warm place  until doubled in size, about 1 hour. 7. Turn the dough out onto a well-floured counter. 8. Roll into a 9 x 12-inch rectangle. 9. Gently spread 1 tablespoon of softened butter on the dough. 10. In a small bowl, combine the cinnamon and remaining 3 tablespoons sugar; sprinkle onto the dough, leaving a 1/2-inch border around the dough. 11. Roll the dough up like a jelly roll, starting from the larger side. 12. Cut the dough into 12 equal pieces. 13. Place the rolls in a 9 x 13-inch casserole dish that has been greased with the other tablespoon of softened butter, tucking the loose ends of the dough under each roll so theyll hold together when baked. 14. Cover the pan with a clean kitchen towel and let the rolls rise in a warm place  until doubled in size, about 1 hour. 15. Preheat the oven to 350F. 16. Bake the rolls for 15 to 20 minutes, or until light golden brown. 17. Brush the hot caramel sauce on the rolls while still hot. 18. In a large pot set over medium-high heat, melt the butter. 19. Add the brown sugar, granulated sugar, and honey. 20. Bring to a boil, and cook for 4 to 5 minutes, stirring once or twice . 21. Remove the pot from the heat and swirl in the cream until it is fully incorporated. 22. Be very careful when adding the cream because the mixture will bubble up. 23. Sandys Granny Haley made the best cinnamon rolls in the world. 24. It seemed so effortless and magical to her grandkids. 25. The smell the cinnamon wafting through the house stopped people in their tracks. 26. Unfortunately for Sandy, one of her biggest regrets was not getting the exact measurements for the cinnamon rolls. 27. When Sandy graduated from culinary school, one of the first tasks given to her by her mother was to re-create Grannys cinnamon rolls. 28. Sandy was able to locate an old hand-written recipe card with the general method, but the problem was that the recipe said things like a drop of this and a handful of that. 29. Sandy has worked diligently on these cinnamon rolls. 30. She feels like hers have gotten really close to Grannys, but she thinks Grannys hands must have been much smaller. 31. Her laughter and tiny hands are missed. "
284,0012e20794,Cheese Puffs,Ingredients: 1. 2 cups plain flour 2. 2 teaspoons baking powder 3. 1 cup cheese 4. 2 bacon 5. 2 tablespoons chives 6. 1 cup milk 7. 2 eggs ,"Instructions: 1. Sift flour and baking powder together. 2. Stir in cheese, bacon and chives. 3. Mix milk and eggs together and then add to flour mix, stirring until just combined. 4. Spoon into prepared muffins tins. 5. Bake in moderately hot oven 200deg C/380deg F for 15- 20 minutes. "
285,0012e42c69,Hot Cheese!,Ingredients: 1. 1 lb rectangle shaped queso fresco 2. 10 ounces bagel chips or 10 ounces crostini or 10 ounces crackers 3. 5 ounces raspberry jelly or 5 ounces blackberry jelly or 5 ounces apricot jam or 5 ounces pepper jelly ,"Instructions: 1. Preheat an electric griddle or VERY nonstick pan on medium heat. 2. Cut cheese into 2"" by 1"" retangles that are about 1/2"" thick. 3. Spray griddle or nonstick pan with cooking spray and place the cheese rectangles, leaving a little space between them, on the giddle or non stick pan. 4. Let the cheese brown on that side, about 3 minutes, then flip to brown on the other side. 5. Serve cheese on bagel chips, crostini, or other crackers with a dap of jelly or jam on top. "
286,00130ef4a5,Healthy Ham & Cheese Breakfast Casserole,Ingredients: 1. 4 eggs 2. 4 egg whites 3. 1 cup nonfat milk 4. 2 tablespoons dijon mustard 5. 1 teaspoon rosemary 6. 14 teaspoon pepper 7. 5 cups spinach 8. 4 cups grain bread 9. 1 cup ham steak 10. 12 cup jarred red pepper 11. 34 cup gruyere cheese or 34 cup swiss cheese ,"Instructions: 1. Preheat oven to 375 degrees F. Coat a 7-by-11-inch glass baking dish or a 2-quart casserole with cooking spray. 2. Whisk eggs, egg whites and milk in a medium bowl. 3. Add mustard, rosemary and pepper; whisk to combine. 4. Toss spinach, bread, ham and roasted red peppers in a large bowl. 5. Add the egg mixture and toss well to coat. 6. Transfer to the prepared baking dish and push down to compact. 7. Cover with foil. 8. Bake until the custard has set, 40 to 45 minutes. 9. Uncover, sprinkle with cheese and continue baking until the pudding is puffed and golden on top, 15 to 20 minutes more. 10. Transfer to a wire rack and cool for 15 to 20 minutes before serving. 11. TIPS. 12. Tip: To wilt spinach, rinse thoroughly with cool water. 13. Transfer to a large microwave-safe bowl. 14. Cover with plastic wrap and punch several holes in it. 15. Microwave on High until wilted, 2 to 3 minutes. 16. Squeeze out excess moisture before adding the spinach to the recipe. 17. MAKE AHEAD TIP: Prepare casserole through Step 2; refrigerate overnight. 18. Let stand at room temperature while the oven preheats. 19. Bake as directed in Step 3. "
287,001310c451,Lamb Chops au Gratin,Ingredients: 1. 8 lamb loin chops 2. 12 ounce butter 3. 1 onion 4. 4 tablespoons beer 5. 14 teaspoon dried mixed herbs 6. 3 fluid ounces double cream 7. 2 ounces sharp cheddar cheese ,"Instructions: 1. Broil or grill the chops for 5-10 minutes on each side, depending on the thickness. 2. Remove and keep warm. 3. Melt the butter in a non-stick pan, add the onions and cook until soft. 4. Add the beer and herbs and boil for 1 minute, stir in the cream and heat through. 5. Remove from the heat, add the cheese and chives and stir until melted. 6. Pour over the chops and serve immediately. "
288,0013176788,Apple crunch,Ingredients: 1. 5 apples peeled 2. 1 1 2 cup all purpose flour 3. 1 1 2 cup sugar 4. 1 eggs 5. 1 stick margarine 6. 2 tsp cinnamon 7. 1 2 cup brown sugar 8. 1 tsp baking powder 9. 1 pinch salt ,Instructions: 1. Heat oven to 350. 2. Spray a 8x8 baking dish with pan coating. 3. Arrange apples in 2 layers sprinkling with cinnamon. 4. .i also added a little nutmeg and ground cloves. 5. .. use 1/2 the brown sugar each layer. 6. Dot the top with 1/2 the margarine. 7. Add the dry ingredients together and combine well. 8. Add the remaining margarine and mix with your hand until incorporated then mix in the egg until crumbly. 9. Pour the topping mixture over apples. 10. Bake about 40 minutes. 11. . 
289,00131a818b,Mini Baked Donuts,"Ingredients: 1. 1 1 2 cup all purpose flour 2. 2 teaspoons baking powder 3. 1 2 teaspoons salt 4. 1 2 sticks unsalted butter 5. 1 4 cups sugar 6. 1 4 cups brown sugar 7. 1 egg 8. 1 teaspoon vanilla extract 9. 1 2 cups milk 10. 4 ounces, weight chocolate 11. 13 cups unsalted butter 12. 2 teaspoons corn syrup 13. 1 4 cups milk 14. 1 teaspoon clear vanilla extract 15. 2 cups powdered sugar 16. 1 drop coloring paste 17. 1 tablespoon sprinkles ","Instructions: 1. Preheat oven to 375 F. Grease two 12-count mini muffin pans. 2. In a bowl, mix together flour, baking powder and salt. 3. Set aside. 4. In the bowl of a stand mixer fitted with a paddle attachment, cream the butter and sugars until light and fluffy. 5. Add the egg and continue mixing until incorporated. 6. Add vanilla and mix until combined. 7. Working in batches, add the flour mixture to the butter mixture, alternating with milk. 8. Continue until all of the flour and milk have been added. 9. Transfer the batter to a piping bag attached to a round tip, and pipe the batter in the donut pan only filling each space halfway full. 10. Put pans into the heated oven. 11. Bake until risen and browned, about 8 to 10 minutes. 12. Let donuts cool on a wire rack before glazing. 13. To prepare the chocolate glaze, place all ingredients in a medium heatproof bowl over a pot of simmering water. 14. Stir the mixture with a wooden spoon until melted and smooth, about 5 minutes. 15. To prepare the vanilla glaze, whisk all ingredients  slowly until slightly thickened. 16. Add one drop of coloring paste if desired. 17. Dunk each donut into the glaze and place it on a wire rack. 18. Add sprinkles to the top of donuts right away, if desired. 19. Let glaze set for 5 minutes. "
290,0013350f98,Chicken Stir-Fry with Peanut Sauce,Ingredients: 1. 3 garlic cloves 2. 1 piece 1 ginger 3. 1 red pepper 4. 1 broccoli stem 5. 1 head broccoli florets 6. 1 handful snow peas 7. 1 pound boneless skinless chicken breast 8. 1 teaspoon soy sauce 9. vegetable oil 10. 1 cup jasmine rice 11. garnishes green onions 12. 1 2 cups smooth peanut butter 13. 1 tablespoon soy sauce 14. 1 2 teaspoons red pepper flake 15. 1 lime 16. 1 tablespoon light brown sugar 17. 5 tablespoons hot water ,"Instructions: 1. Cook the rice according to directions on the bag and keep warm until needed. 2. In a small food processor, combine all ingredients needed for the peanut sauce except the water. 3. Blend on low until smooth, then add hot water as needed for desired consistency. 4. Coat the bottom of a wok with vegetable oil and bring to high heat. 5. Add garlic and ginger, and stir for about 30 seconds. 6. Next, add the red peppers, broccoli stem, broccoli florets, and snow peas. 7. Toss to coat the vegetables with oil. 8. Cook for about 2 minutes and add oil as needed to continue cooking process. 9. Add chicken to the wok and toss with a bit more soy sauce . 10. Cook for about 6 minutes or until chicken is cooked through. 11. Turn off heat and let stir-fry rest for 5 minutes. 12. Serve stir-fry atop warm rice and ladle the straight-from-heaven peanut sauce on it. 13. Be generous. 14. Add green onions, cilantro, crushed peanuts, and more red pepper flakes as desired. "
291,001341d70b,Crispy Walnut Sweet & Sour Stir-Fry,Ingredients: 1. 2 cups 2 teaspoons canola oil 2. 1 cup walnut halves 3. 1 cup orange juice 4. 6 tablespoons rice vinegar 5. 6 tablespoons soy sauce 6. 6 tablespoons honey 7. 2 tablespoons cornstarch 8. 4 scallions 9. 2 orange or tangerine 10. 3 tablespoons ginger 11. 2 tablespoons garlic 12. 2 dried chilies 13. 1 head broccoli 14. 3 carrots 15. 1 red bell pepper 16. 1 4 cup chicken broth or water 17. 2 teaspoons toasted sesame oil 18. 2 oranges 19. cooked rice ,"Instructions: 1. In a small saucepan, heat the 2 cups of oil to 350F. 2. Fry the walnuts until golden and crispy, about 2 minutes. 3. Using a slotted spoon, remove the nuts to a paper towel to drain. 4. In a bowl, whisk together the orange juice, rice vinegar, soy sauce, honey and cornstarch and set aside. 5. In a large skillet, heat the remaining 2 tablespoons canola oil on high heat. 6. Add the scallion whites, citrus peel, ginger, garlic and chilies and cook, stirring, until fragrant, about 1-2 minutes. 7. Add the broccoli, carrots, peppers, and broth and cook until the vegetables begin to soften, about 2-3 minutes. 8. Give the reserved sauce a stir, then add it to the skillet and cook, stirring, until a shiny glaze forms. 9. Stir in the sesame oil and remove from the heat. 10. Gently stir in the orange segments and fried walnuts. 11. Divide among four bowls and garnish with the scallion greens. 12. Serve with rice. "
292,001351e350,Ww 7 Point Chicken Noodle Casserole,Ingredients: 1. 12 lb yolk free egg noodles 2. 3 tablespoons all purpose flour 3. 2 teaspoons grapeseed oil 4. 1 onion 5. 2 cups nonfat milk 6. 12 tablespoon dijon mustard 7. 1 tablespoon tarragon 8. 1 package frozen peas 9. 2 cups chicken 10. 12 cup reduced fat cheddar cheese ,"Instructions: 1. Preheat oven top 350 degrees. 2. Spray a 2 quart high sided baking dish with nonstick spray. 3. cook the noodles per package directions drain and set aside. 4. meanwhile, whisk the flour and 1/2 cup of the broth in a small bowl until the flour dissolves. 5. Heat the oil in a large saucepan over medium heat. 6. Add the onion and cook, stirring frequently, until softened, about 3 minute Stir in the milk and the remaining 1/2 cup broth; bring the mixture to a simmer. 7. Whisk in the flour mixture; cook stirring constantly, until the sauce bubbles and thicknes, about 3 minute Stir in the mustard and tarragon. 8. Mix the peas and chicken in with sauce. 9. pour noodles into baking dish then top with sauce mixture. 10. Stir the mixture together then top with cheese. 11. Bake Until bubbling and golden brown abour 40 minute. 12. Let stand for 5 min then serve. "
293,0013592bfb,Israeli Couscous Risotto with Shiitakes,Ingredients: 1. 2 tbs. olive oil 2. 6 oz. shiitake mushrooms 3. 1 poblano chile 4. 2 shallots 5. 1 carrot 6. 1 8.8 oz. box israeli couscous 7. 1 2 cup or frozen peas 8. 3 tbs. chives 9. 2 tbs. tarragon ,"Instructions: 1. Bring broth and 2 cups water to a boil in saucepan. 2. Reduce heat to low. 3. Heat 1 Tbs. 4. oil in large saucepan over medium heat. 5. Add mushrooms and poblano, and saute 5 minutes, or until mushrooms have released their juices. 6. Transfer to plate, and set aside. 7. Heat remaining 1 Tbs. 8. oil in same pan over medium heat. 9. Add shallots, and saute 2 minutes, or until soft. 10. Add carrot, and saute 3 minutes more. 11. Add couscous, and cook 3 minutes, or until lightly browned, stirring constantly. 12. Stir 1/4 cup broth mixture into couscous mixture. 13. Reduce heat to medium low. 14. Add 1/4 cup more liquid, and cook until liquid has been absorbed. 15. Continue adding liquid, cooking and stirring 12 minutes, or until couscous is tender and all liquid has been used, adding more water if necessary to finish cooking. 16. Add peas and reserved mushroom mixture, and cook 2 minutes more, or until peas are heated through. 17. Stir in 3 Tbs. 18. chives and tarragon, and season with salt and pepper. 19. Serve garnished with remaining chives. "
294,00137323cc,Slamma Jamma Parmigiana,Ingredients: 1. 4 boneless skinless 2. 12 cup kosher salt 3. 12 cup sugar 4. 1 12 cups all purpose flour 5. 2 eggs 6. 14 cup milk 7. 1 12 cups dried breadcrumbs 8. 1 12 cups panko breadcrumbs 9. 14 teaspoon dried oregano 10. 14 teaspoon dried basil 11. 1 teaspoon dried parsley 12. 1 teaspoon sea salt 13. 12 teaspoon black pepper 14. 1 lb mozzarella cheese 15. 14 lb parmigiano reggiano cheese 16. olive oil 17. 1 lb penne rigate 18. tomato sauce 19. 14 cup italian parsley 20. 2 tablespoons virgin olive oil 21. 1 yellow onion 22. 4 garlic cloves 23. 6 cups and roma tomatoes 24. 1 tablespoon basil leaf 25. 12 tablespoon oregano leaves 26. salt & black pepper ,"Instructions: 1. Lightly pound the chicken breasts to 1/2-inch thickness. 2. Combine the kosher salt, sugar, and 1 quart of water in a 1-gallon size resealable plastic bag; shake until dissolved. 3. Add the chicken breasts and soak at room temperature for 30 minutes. 4. Place the flour in a medium bowl. 5. Remove the chicken from the brine. 6. Shake off excess moisture and, with tongs, lightly dredge the chicken in the flour. 7. Shake off the excess flour and transfer to a large plate. 8. Mix the eggs and milk in medium bowl and whisk thoroughly. 9. In a separate bowl combine the bread crumbs, oregano, basil, parsley, sea salt, and pepper. 10. Dredge the chicken in the egg and milk mixture with tongs and let excess mixture drain off. 11. Now dredge the chicken into the bread crumb mixture, and lightly pat down in the bread crumbs to adhere. 12. Preheat the broiler. 13. Let the breaded chicken sit for 5 minutes before frying. 14. In a medium saucepan on medium-high heat, add enough olive oil to come 1/3 up the side of the chicken. 15. Cook the chicken in batches until golden brown on both sides. 16. Remove from the pan when cooked and place on a sheet tray. 17. Repeat with remaining chicken. 18. When all the chicken is cooked, sprinkle mozzarella and Parmesan evenly over the top. 19. Place under the broiler until the cheese melts and is golden brown. 20. Serve chicken over pasta and ladle tomato sauce on top. 21. Garnish with additional Parmesan and parsley. 22. Tomato Sauce:. 23. Heat the olive oil over medium heat in a saucepan. 24. Add the onions and cook until translucent. 25. Add the garlic and cook until almost brown, then add tomatoes. 26. Saute for 30 minutes over low to medium heat. 27. Add the basil and oregano and continue to cook for 30 minutes longer. 28. Puree in a food mill or let cool and puree in a food processor. 29. Season with salt and pepper, to taste. 30. . "
295,0013797989,Diet Cookies,Ingredients: 1. 1 14 cups date sugar 2. 34 cup brown rice syrup 3. 10 ounces prune puree 4. 4 egg whites 5. 2 teaspoons vanilla 6. 2 teaspoons butter flavor extract 7. 3 cups old fashioned oats 8. 2 cups oat bran 9. 1 cup wheat flour 10. 1 cup unbleached white flour 11. 1 12 teaspoons baking soda 12. 12 teaspoon baking powder 13. 12 teaspoon salt 14. 13 cup cocoa powder 15. 1 cup walnuts or 1 cup almonds or 1 cup pecans ,Instructions: 1. Preheat oven to 325 degrees. 2. Whisk together wet ingredients. 3. Whisk together dry ingredients. 4. Combine both bowls and mix with hands . 5. Make into patties . 6. Cook for 15 minutes. 
296,001381ebb7,Grandma's Spaghetti Sauce,Ingredients: 1. 1 lb hamburger 2. 1 onion 3. 1 can mushroom 4. 1 can tomato sauce 5. 1 can tomato puree 6. 1 can tomato paste 7. 12 bottle ketchup 8. 1 can water 9. 12 teaspoon worcestershire sauce 10. 1 tablespoon parsley 11. 12 teaspoon baking soda ,Instructions: 1. Brown meat and add all other ingredients. 2. Simmer and Serve. 
297,001383883d,Pickled Vegetables,Ingredients: 1. 3 cups white wine vinegar 2. 1 cup water 3. 1 2 cup sugar 4. 1 teaspoon red pepper 5. 1 teaspoon cumin seed 6. 1 teaspoon coriander seed 7. 1 teaspoon white pepper 8. 1 2 teaspoon cloves 9. 1 bay leaf 10. 6 cloves garlic 11. 1 cup carrots 12. 1 cup cauliflower florets 13. 1 cup red pepper 14. 1 cup red onion 15. 1 cup baton zucchini ,"Instructions: 1. Bring vinegar, water, sugar and spices to a boil. 2. In succession add carrots, cauliflower, red pepper, onions and zucchini, leaving 2-3 minutes between addition of each vegetable. 3. Remove from heat and let cool. "
298,0013894a19,Bride's Pink Punch Recipe,Ingredients: 1. 3 ounce. box strawberry jello 2. 1 c. water 3. 1 pack unsweetened strawberry kool aid 4. 2 quarts. cool water 5. 2 1 2 c. sugar 6. 46 ounce. can pineapple juice 7. 10 ounce. 7 up 8. 2 pts. pineapple sherbet ,"Instructions: 1. Dissolve Jello in boiling water. 2. Mix kool-aid, cool water and sugar. 3. Add in Jello with kool-aid and pineapple juice. 4. Store till ready to use. 5. Add in 7-Up and spoonfuls of sherbet when ready to serve. 6. Serves 35 people. "
